Wavelength[nm],1) AgNPs,2) AgNPs,3) AgNPs,4) AgNPs,5) AgNPs,6) AgNPs,7) AgNPs,8) AgNPs,9) AgNPs,11) AgNPs,12) AgNPs,13) AgNPs,14) AgNPs,15) AgNPs,16) AgNPs,17) AgNPs,18) AgNPs,19) AgNPs,20) AgNPs,21) AgNPs,22) AgNPs,23) AgNPs,24) AgNPs, 25) AgNPs,27) AgNPs,28) AgNPs,29) AgNPs,30) AgNPs
410.106,0.155405132,0.129014906,0.090225576,0.111148626,0.157173347,0.117377368,0.033314692,0.085022661,0.161533915,0.10959005,0.12360488,0.175418684,0.091146247,0.036094239,0.03539016,0.15099329,0.051211197,0.093588559,0.094224425,0.167940977,0.021389587,0.091457774,0.059179124,0.045577004,0.14019752,0.066295202,0.196996451,-0.007944615
410.69,0.183308483,0.146041922,0.110030558,0.131853074,0.170627395,0.12797842,0.060334675,0.109539369,0.179645802,0.123452873,0.152661308,0.245383694,0.103751507,0.053956366,0.050690488,0.165155282,0.071065657,0.11728179,0.119384399,0.223141619,0.039671388,0.099648517,0.062987235,0.057994494,0.166097459,0.083690198,0.227702992,0.004367958
411.274,0.212486533,0.152954643,0.126105624,0.136419477,0.176420191,0.151088106,0.069459264,0.118226373,0.178024053,0.157867995,0.160260284,0.220769737,0.095218642,0.055068858,0.051936211,0.185628781,0.070388269,0.135294663,0.155083162,0.261055919,0.044645167,0.121299617,0.066767555,0.064712875,0.182817384,0.099426038,0.230221487,0.006894388
411.859,0.221732749,0.160019408,0.133714773,0.14709102,0.191934687,0.171968501,0.0765879,0.118155876,0.202999744,0.177912861,0.15050894,0.176182504,0.099248194,0.050259287,0.058734404,0.202338583,0.066894712,0.145503784,0.173756822,0.282537677,0.048099854,0.134188969,0.076394598,0.06383807,0.200386503,0.106528348,0.235586642,0.007357887
412.443,0.220293681,0.154800209,0.147936432,0.157366461,0.20784197,0.162540256,0.075241746,0.118231611,0.241558176,0.166750919,0.141916181,0.179844184,0.11117735,0.046833706,0.067977948,0.207599431,0.059484585,0.154727538,0.180293352,0.273696517,0.06399456,0.127240892,0.088862773,0.061176433,0.19777694,0.107426698,0.251705561,0.011623571
413.027,0.239530552,0.138903873,0.165130468,0.156511572,0.200661093,0.166623779,0.068955928,0.124697838,0.230431654,0.156612664,0.130522863,0.186173458,0.11705093,0.048128366,0.071816975,0.220551292,0.054615548,0.168603226,0.180856518,0.254766403,0.059381525,0.12072622,0.106884001,0.062365101,0.198916149,0.114568985,0.248911717,0.011837216
413.611,0.270272173,0.146321942,0.194772761,0.16178193,0.203768968,0.187853088,0.088417346,0.148843416,0.224365836,0.168247781,0.143769186,0.205938195,0.125261694,0.066465805,0.085700881,0.256487505,0.062083758,0.187411765,0.181487694,0.273598569,0.047026301,0.13293867,0.129884327,0.073910198,0.216453252,0.134209282,0.271403508,0.016824743
414.195,0.277286605,0.16162701,0.230669453,0.180869884,0.227249768,0.211681935,0.116963001,0.183019593,0.233994828,0.187855456,0.175028454,0.272184903,0.12720222,0.08545981,0.105516728,0.297417226,0.070187039,0.20875964,0.201415922,0.304663447,0.049091383,0.145079953,0.145727495,0.080899621,0.234923004,0.14130454,0.315457303,0.023593935
414.779,0.274690998,0.170184524,0.248930335,0.220697773,0.236170333,0.227565811,0.142715393,0.213915656,0.247863868,0.199892949,0.202614987,0.336480239,0.130075012,0.095162068,0.123366266,0.328867411,0.072942614,0.235263516,0.237411675,0.326542893,0.053991321,0.14552226,0.152246438,0.073037015,0.260921348,0.136123024,0.347468793,0.023274326
415.363,0.299521926,0.169327642,0.26057583,0.270266267,0.242400113,0.230529786,0.162761957,0.234264369,0.308073532,0.20694876,0.232427489,0.360993291,0.142221706,0.106504051,0.137404552,0.356544845,0.084133256,0.270826371,0.271510126,0.338554432,0.051164269,0.154936669,0.160517579,0.074328676,0.28039438,0.141541643,0.398786253,0.027919765
415.947,0.342546682,0.169725739,0.288372491,0.298417352,0.263629248,0.257163558,0.169520926,0.247006025,0.359355903,0.217035277,0.246272715,0.390945588,0.143086232,0.115696187,0.146722215,0.382458087,0.100659324,0.296190807,0.295024827,0.355485596,0.046035675,0.168426609,0.172748662,0.080844729,0.292003633,0.143617101,0.459072146,0.03757963
416.531,0.359215611,0.172267513,0.317825803,0.30525586,0.264253479,0.28785251,0.171603755,0.252341658,0.327897153,0.220512661,0.234148155,0.395086245,0.125572956,0.12145968,0.157401081,0.396911289,0.092924401,0.303530342,0.31221892,0.349563034,0.049290066,0.172860832,0.181393574,0.076650597,0.296425028,0.138994729,0.431504394,0.03774956
417.115,0.355623698,0.174326954,0.334624411,0.317411198,0.255054471,0.295290547,0.173754978,0.257303761,0.300361892,0.225033288,0.226264542,0.387711197,0.119419164,0.124577883,0.161338534,0.408880938,0.077874502,0.32770483,0.329548475,0.339956722,0.054614288,0.183621102,0.184507066,0.078020558,0.304221035,0.144190364,0.403328135,0.034489085
417.699,0.369865178,0.188141975,0.360158491,0.346581941,0.269266794,0.310559584,0.181823269,0.277039509,0.318023433,0.237766112,0.244422329,0.407605486,0.132146857,0.125393487,0.161187588,0.44696887,0.082821091,0.360687275,0.34795899,0.362022359,0.055256097,0.195920808,0.195608897,0.084295695,0.331599871,0.155770678,0.46321937,0.036167735
418.283,0.397962491,0.201782857,0.395702842,0.36456988,0.283017184,0.323909577,0.200329092,0.303492358,0.342831233,0.24041846,0.262395467,0.426037681,0.142808076,0.128012734,0.171281159,0.489738247,0.088116345,0.380178511,0.366767979,0.388620468,0.05122984,0.205067796,0.212299651,0.084485943,0.358370471,0.166969211,0.511449755,0.03932345
418.866,0.418216997,0.210189179,0.424641037,0.382750316,0.288643879,0.337353825,0.225647235,0.32177322,0.374341325,0.249371394,0.272997681,0.462637318,0.151495034,0.140072402,0.189377752,0.518850023,0.092980122,0.406742042,0.388752141,0.408642753,0.052249524,0.214214145,0.228334119,0.091602785,0.372486308,0.178206349,0.511233994,0.045002364
419.45,0.436066138,0.215252187,0.451383697,0.408097615,0.300482669,0.367825827,0.243837806,0.342378754,0.392303242,0.270799793,0.282692727,0.51169498,0.156927698,0.153823616,0.201050131,0.55115208,0.096577691,0.435474597,0.398781676,0.407769217,0.055494712,0.214181379,0.244571748,0.099127897,0.380724323,0.183378366,0.524747977,0.045745837
420.034,0.449347523,0.219898173,0.473928126,0.422998451,0.309149866,0.394125864,0.251700759,0.368377627,0.392910577,0.284896088,0.28692152,0.539955239,0.160242461,0.159627809,0.209489065,0.578947225,0.098963013,0.467876884,0.406281115,0.408649801,0.055962146,0.212256329,0.257507289,0.100672355,0.397823209,0.185248867,0.55739754,0.044064088
420.618,0.458327878,0.229531475,0.49543535,0.441339573,0.310145942,0.403628452,0.259989912,0.380234139,0.41642039,0.296051712,0.297943104,0.558069659,0.163490509,0.161755071,0.215607137,0.610416283,0.105741657,0.502604875,0.432599569,0.431039954,0.056651521,0.214827425,0.268320608,0.105893337,0.412073282,0.192338362,0.576300388,0.044193511
421.201,0.474377024,0.229276199,0.515827575,0.455080337,0.311334932,0.399340561,0.260808766,0.3811704,0.435358737,0.303664197,0.303937308,0.550558518,0.156519179,0.165848304,0.215963164,0.651668352,0.105962767,0.511931017,0.441515581,0.446010053,0.054329567,0.216019068,0.277511846,0.106608799,0.407762927,0.197287402,0.567611648,0.04106047
421.785,0.491819791,0.219429002,0.524561835,0.465199271,0.314860862,0.395060102,0.25300541,0.386000152,0.428266727,0.302917432,0.303276019,0.546842437,0.153181738,0.170396419,0.220607616,0.677513894,0.10373671,0.516694254,0.433017624,0.451138273,0.054897562,0.219843519,0.281691031,0.100675828,0.410519079,0.201019338,0.575800762,0.038033557
422.368,0.506408685,0.221237958,0.533404403,0.478883823,0.318946179,0.412828355,0.251172532,0.390361482,0.42527765,0.305538044,0.310804771,0.575981817,0.158332859,0.170352595,0.229031347,0.697074072,0.104817084,0.526414412,0.443200798,0.453022365,0.062986916,0.230690881,0.283814219,0.100197159,0.428091033,0.20801623,0.592919934,0.040772931
422.952,0.516595795,0.231759185,0.54630655,0.487986942,0.324114976,0.436411934,0.255461127,0.395153027,0.43621916,0.311996923,0.316093628,0.599414385,0.160662899,0.169079746,0.234369231,0.713109215,0.109841965,0.527565994,0.460738629,0.453377156,0.06879413,0.234220841,0.287449937,0.105310643,0.443434192,0.212858206,0.60780613,0.048542141
423.535,0.512958487,0.228278395,0.559512802,0.494818246,0.329645565,0.428899835,0.259987904,0.408136795,0.451253407,0.316832827,0.315605184,0.594430935,0.162001072,0.169077876,0.232581923,0.723223003,0.111094397,0.529523685,0.469154962,0.458341992,0.063387035,0.234426085,0.290309485,0.105532309,0.446318938,0.213535742,0.627487725,0.051222594
424.119,0.510993513,0.222278152,0.580528016,0.497560366,0.335435964,0.420111734,0.265597526,0.421922891,0.45682899,0.319500412,0.313800862,0.584263244,0.165643226,0.172225609,0.234119393,0.74807943,0.107137526,0.544913509,0.476252652,0.460182702,0.057680168,0.240793097,0.298180022,0.102986705,0.449397294,0.212405793,0.633649046,0.049649137
424.702,0.525628258,0.230167467,0.601148907,0.502403946,0.33898731,0.431047184,0.269755592,0.428789404,0.457259227,0.320307922,0.318300488,0.592199004,0.171175565,0.174173771,0.242386703,0.786150998,0.108046502,0.570121788,0.488434079,0.466233774,0.062911561,0.246511482,0.309454544,0.108054588,0.457670807,0.215292082,0.641494204,0.051522363
425.286,0.54024696,0.240515779,0.608834734,0.513462196,0.33723111,0.439599387,0.270116256,0.42843394,0.470758129,0.325758124,0.325654664,0.612870629,0.172490209,0.171727915,0.241979924,0.815476206,0.113489388,0.588593881,0.494840447,0.474260145,0.069218102,0.246329195,0.311263063,0.11066204,0.463225406,0.216746241,0.64919123,0.053099651
425.869,0.546921454,0.241284069,0.619578203,0.528708265,0.339430375,0.447477943,0.271336093,0.431821254,0.491317706,0.335862442,0.328013434,0.643488275,0.170662656,0.172592078,0.238003098,0.837632027,0.114937825,0.59586261,0.495019047,0.482398848,0.069171145,0.24149347,0.310087064,0.107483746,0.467315726,0.21517647,0.656216776,0.049906865
426.452,0.553279724,0.238754761,0.632766682,0.537371853,0.347959561,0.458996127,0.270884403,0.442621378,0.49165323,0.33995458,0.328556188,0.662695193,0.172427998,0.177137761,0.243506782,0.861200699,0.112062782,0.599087586,0.500851294,0.493984956,0.068775787,0.241919786,0.313839218,0.109012183,0.471124457,0.2171252,0.667469231,0.047518265
427.036,0.559520045,0.24241624,0.634888944,0.541718355,0.352350999,0.462344833,0.268982582,0.44483446,0.485093749,0.33786487,0.330084795,0.658037353,0.174082188,0.180425863,0.246781853,0.877588874,0.110963036,0.605478613,0.508579472,0.495170489,0.072311315,0.246125909,0.315175861,0.111889642,0.475768437,0.221950414,0.67941608,0.051151662
427.619,0.566947339,0.251345184,0.637379785,0.551276493,0.35541326,0.471599264,0.271251654,0.443386139,0.496072701,0.336929572,0.33729459,0.657603289,0.175360633,0.180420904,0.244042749,0.90035286,0.112302417,0.618229244,0.513302737,0.494061059,0.076840305,0.249553949,0.317532941,0.114453253,0.486492489,0.227769545,0.694545787,0.055962205
428.202,0.568682671,0.253288474,0.639334868,0.546626524,0.357406169,0.475739072,0.271932067,0.444017187,0.501020205,0.339626793,0.338343695,0.651437013,0.177471166,0.176951262,0.2397822,0.910132666,0.115218204,0.624570511,0.509200447,0.493204913,0.075938423,0.249345068,0.317546327,0.114752039,0.492358632,0.228232404,0.685159279,0.055565462
428.785,0.563624409,0.248477307,0.636327722,0.538233559,0.356231012,0.464808021,0.267850321,0.441595134,0.494147928,0.341843914,0.331125393,0.640270894,0.176378183,0.17231175,0.235904186,0.90831727,0.118183972,0.622471854,0.504449388,0.491062108,0.072227781,0.247490574,0.313200273,0.112524695,0.485063932,0.226833531,0.671329379,0.05319828
429.368,0.56175546,0.244333302,0.629879167,0.544685573,0.357771895,0.456323075,0.261998887,0.43869834,0.497713027,0.340873694,0.331016539,0.642054564,0.175790302,0.171692666,0.236686765,0.920058165,0.118769001,0.621405083,0.507660025,0.495016934,0.072071351,0.249679643,0.31273901,0.111330001,0.479640995,0.225726029,0.679131086,0.052150402
429.951,0.561148688,0.24176742,0.627541187,0.547691316,0.358520758,0.448772672,0.257575041,0.434723778,0.503292506,0.342386626,0.336643919,0.655635419,0.178169105,0.173281948,0.238376545,0.924113255,0.117476866,0.620068048,0.51134613,0.501161539,0.074064697,0.254109285,0.312407351,0.111275886,0.48058219,0.220005698,0.680309695,0.052419185
430.534,0.56114787,0.242525901,0.632453128,0.54337712,0.355513357,0.442975977,0.256419037,0.432588083,0.498677734,0.347043474,0.340524761,0.670516183,0.177334695,0.170434114,0.237164904,0.922656942,0.116175859,0.621232903,0.514831244,0.49997302,0.073673007,0.255366057,0.310272201,0.111740901,0.482746224,0.218259265,0.676441832,0.053937105
431.117,0.563619605,0.2450186,0.63459805,0.543797078,0.354342278,0.447189955,0.25415206,0.432103211,0.487432095,0.348596433,0.33751706,0.669729961,0.174559554,0.165671831,0.234076053,0.929122902,0.116049388,0.624978561,0.513186504,0.495243554,0.072385562,0.252241146,0.307500207,0.111854458,0.487369246,0.222048675,0.686639167,0.054499271
431.7,0.564977093,0.247578103,0.633334189,0.545768764,0.356997547,0.457674405,0.249884959,0.430082612,0.485705115,0.346366152,0.332742324,0.664393117,0.174014424,0.162815454,0.232611703,0.935713226,0.116204911,0.623807951,0.507022107,0.499861429,0.072030011,0.249821048,0.303454448,0.111899085,0.49199445,0.225230335,0.699456693,0.05346046
432.283,0.566796772,0.247547167,0.631974665,0.540596052,0.358100306,0.454188295,0.245907547,0.426956577,0.491899304,0.34684619,0.333795005,0.658315478,0.174321758,0.162064263,0.23178953,0.939528203,0.115270233,0.617419031,0.503209061,0.502299768,0.071844037,0.250044161,0.30027865,0.112056928,0.491241884,0.226174636,0.696904566,0.052902034
432.866,0.572596586,0.246249256,0.632807223,0.536936737,0.358347813,0.443827664,0.243206869,0.422264253,0.494368005,0.350068184,0.33614834,0.652704821,0.175880968,0.162995023,0.228968195,0.944481409,0.117078092,0.616443677,0.503860385,0.499623084,0.071374349,0.252061081,0.298494934,0.11315541,0.489149684,0.226953944,0.692569154,0.053100289
433.449,0.574910923,0.246845314,0.631864718,0.538955986,0.360706104,0.443205307,0.242934203,0.417764113,0.496469528,0.348975545,0.339153247,0.659632068,0.178606746,0.163357507,0.226651251,0.951504112,0.122254867,0.61894724,0.506075961,0.501453885,0.072002391,0.253134672,0.297983097,0.115148601,0.491089842,0.226872641,0.694768863,0.0534217
434.032,0.569746999,0.246559942,0.626676016,0.535414272,0.361754578,0.44445961,0.240740271,0.416765579,0.494627754,0.345404909,0.34015147,0.661334855,0.177358743,0.162167161,0.225087493,0.953190101,0.123287314,0.612749719,0.504462931,0.501185147,0.07462316,0.251286751,0.296923413,0.115013376,0.489777092,0.223075233,0.697961289,0.053808189
434.615,0.565931942,0.246323588,0.618640287,0.530228303,0.361432629,0.444879472,0.234364222,0.416380124,0.490634038,0.345233373,0.335371744,0.657101196,0.174124206,0.160392332,0.22299677,0.950430323,0.118738078,0.606073257,0.502221656,0.500632878,0.074651496,0.250056272,0.29432079,0.114569426,0.48679752,0.221302862,0.700809134,0.052287221
435.197,0.564997548,0.248160423,0.60920875,0.528534454,0.360913439,0.449661935,0.228647198,0.41148023,0.49339655,0.345775883,0.329907662,0.657954514,0.174324674,0.1579864,0.219902153,0.952120957,0.117115843,0.605690091,0.500701453,0.503303415,0.072140039,0.250722592,0.290376019,0.116179411,0.487030395,0.222546935,0.696626359,0.050199525
435.78,0.565450913,0.247582963,0.605791804,0.524947035,0.361783173,0.454105092,0.226460028,0.405249626,0.498367518,0.34529339,0.328162213,0.659223736,0.175312952,0.155922726,0.215727225,0.956319657,0.118392947,0.606635059,0.496564703,0.504484209,0.072417438,0.251023337,0.286250592,0.116442859,0.486907498,0.222780862,0.69263735,0.049625162
436.363,0.567417116,0.248017077,0.604178471,0.519508934,0.362956976,0.452361529,0.224282815,0.400270282,0.497216258,0.34536511,0.33061759,0.663423989,0.175220432,0.153633167,0.213094015,0.954177031,0.118659413,0.602957385,0.491504493,0.503427161,0.074256351,0.251039271,0.28400265,0.115008464,0.487400368,0.222714891,0.692094641,0.049618608
436.945,0.565863307,0.250930987,0.596632116,0.513976069,0.3627383,0.446647383,0.219892342,0.395842023,0.49124466,0.344049847,0.331351115,0.663686506,0.175284958,0.150651741,0.211975905,0.944004703,0.119187768,0.59514641,0.490125905,0.502974228,0.073538319,0.251717868,0.281841013,0.113470353,0.488013477,0.22254757,0.686277609,0.049614555
437.528,0.561123375,0.251816469,0.588143641,0.50920851,0.363092128,0.440221327,0.216604327,0.392407881,0.490034223,0.342287254,0.328825497,0.65543955,0.176393455,0.149565023,0.209024285,0.935898862,0.118739107,0.588591668,0.48981133,0.50451588,0.072085994,0.251422473,0.280338465,0.11334339,0.485941599,0.222632522,0.684176535,0.05080676
438.111,0.555545975,0.250374787,0.580584596,0.503387507,0.362273694,0.434430026,0.214128356,0.387168403,0.494589476,0.341016212,0.326756072,0.647918876,0.176349626,0.147989655,0.204973229,0.930821316,0.117364629,0.580584333,0.484064727,0.50184156,0.071801065,0.248484203,0.278312303,0.112829115,0.48238141,0.221528102,0.68616946,0.050943191
438.693,0.551230991,0.246589382,0.572438034,0.496253414,0.359536074,0.429654244,0.210413773,0.380474783,0.493065787,0.340683226,0.324956372,0.642826665,0.175500992,0.144429926,0.20117663,0.925953265,0.11643352,0.571305194,0.475676205,0.498340242,0.070342039,0.245233405,0.273151393,0.110785743,0.479467691,0.218855462,0.681654491,0.048893991
439.276,0.550478976,0.24602519,0.565706227,0.491584519,0.358062916,0.429431318,0.206004171,0.37659818,0.488255964,0.342174692,0.324723869,0.641112633,0.176801703,0.142983268,0.198110208,0.92289829,0.118069047,0.565371137,0.47242792,0.500068067,0.069734515,0.244576068,0.268544466,0.111106651,0.47808877,0.21916644,0.677175148,0.049450521
439.858,0.552239441,0.249694297,0.5612311,0.489490125,0.358666428,0.43158552,0.20397321,0.373879557,0.489670327,0.342086291,0.325177811,0.644942451,0.177964109,0.143478444,0.196802054,0.920269985,0.121531693,0.561470324,0.47478358,0.502373654,0.072613299,0.245892455,0.266729182,0.113521296,0.47763807,0.221877669,0.679139178,0.052337486
440.44,0.553859971,0.24979329,0.555334911,0.486511794,0.359549277,0.429961164,0.202652325,0.369715711,0.492129447,0.340247524,0.324634823,0.649135498,0.178787474,0.143081107,0.194721798,0.916894191,0.121425035,0.558113553,0.475626857,0.504087151,0.074957183,0.246615397,0.264574997,0.114777361,0.477759382,0.222354843,0.681483318,0.052874505
441.023,0.550897091,0.247836915,0.547051449,0.481752435,0.360016526,0.428249138,0.197982266,0.365824113,0.493225675,0.339300606,0.324687076,0.648404517,0.179274211,0.141097568,0.19094571,0.909995348,0.119432932,0.554123361,0.470724136,0.504010042,0.075034635,0.245682528,0.260894043,0.113992724,0.479243158,0.220855915,0.679172602,0.051471262
441.605,0.546193862,0.249012824,0.540101974,0.476118919,0.359653496,0.427214567,0.193711965,0.361533175,0.491731713,0.338736272,0.324779618,0.643098379,0.178250759,0.138460323,0.187907765,0.901657218,0.118075531,0.547125054,0.465100998,0.501446134,0.073907356,0.244216939,0.256975172,0.113306614,0.478038392,0.219379923,0.676091714,0.051023319
442.188,0.544040992,0.251215732,0.531697485,0.470862944,0.359237253,0.4239563,0.19148968,0.35638978,0.486733291,0.33874246,0.324148399,0.639247152,0.178556838,0.136182993,0.186470103,0.898434527,0.118193162,0.540668078,0.46477137,0.50032794,0.073633383,0.244104175,0.253226462,0.113763404,0.475176017,0.219589029,0.67737079,0.051160445
442.77,0.541505216,0.251615628,0.522752721,0.467199332,0.360337891,0.418227435,0.189052083,0.352769191,0.484713582,0.339887062,0.323548195,0.639623996,0.180324776,0.13496187,0.185042603,0.896576636,0.119765894,0.53690166,0.463587716,0.50128322,0.07506602,0.245283391,0.250608906,0.11386717,0.473087209,0.221576623,0.678741148,0.051068133
443.352,0.536855156,0.249474696,0.515297662,0.462400564,0.360960846,0.414636772,0.186483567,0.349106584,0.486183019,0.338939252,0.321993742,0.638840894,0.179317711,0.134112358,0.18196533,0.886336739,0.119755911,0.53036873,0.458863084,0.502725965,0.075076781,0.245101522,0.248099029,0.113686222,0.469494324,0.222334772,0.674376992,0.050499039
443.934,0.535122239,0.247429197,0.507497778,0.45626294,0.358967499,0.414358329,0.183270005,0.343464794,0.485009007,0.336735434,0.319241628,0.634353096,0.176249673,0.131655813,0.178699214,0.876069699,0.119413532,0.522183592,0.455796082,0.503685624,0.073965996,0.243335922,0.24444091,0.11265279,0.467208,0.22097697,0.667967751,0.04890382
444.516,0.535550407,0.247874839,0.502510569,0.451829849,0.357692759,0.412143272,0.179978545,0.337710735,0.482165348,0.335990969,0.318268429,0.630084424,0.175677073,0.12998684,0.176867228,0.870731307,0.120658511,0.516695662,0.451587432,0.501883126,0.07361238,0.241595303,0.241028372,0.111512444,0.467459118,0.219000306,0.665247541,0.047590855
445.098,0.531561278,0.247364596,0.496909905,0.44648118,0.359575108,0.408931951,0.177554346,0.332290187,0.480830072,0.334554584,0.317515463,0.627653659,0.177091521,0.12936469,0.174796304,0.862415262,0.120966736,0.510641768,0.44611515,0.49874111,0.073931443,0.240176304,0.237362904,0.111708629,0.467168745,0.21734065,0.66469996,0.048046591
445.681,0.52526431,0.246197033,0.487508343,0.438964623,0.360554967,0.406877716,0.173725335,0.326324527,0.478916299,0.331275167,0.31491016,0.622924791,0.177141938,0.126590911,0.1712229,0.853657356,0.119320988,0.502136704,0.442373547,0.49859497,0.074546906,0.238580312,0.233212503,0.11218515,0.465563969,0.215910476,0.660368547,0.048683271
446.263,0.522091164,0.247354381,0.479806416,0.432659935,0.358511176,0.404918439,0.169424526,0.322065464,0.477260204,0.329110134,0.314111122,0.618406421,0.17655868,0.124069209,0.167613267,0.845418511,0.118341512,0.494717514,0.438744834,0.501453956,0.074375449,0.237645342,0.229780298,0.111989415,0.463079435,0.215207413,0.656966197,0.048511425
446.845,0.520807764,0.247978664,0.473786889,0.428030422,0.356809219,0.402402261,0.167235413,0.319432719,0.474987919,0.328849391,0.314152693,0.616556109,0.17693588,0.122414195,0.165612741,0.836208238,0.118692173,0.489627455,0.433529814,0.501977587,0.073780826,0.237141687,0.227428242,0.11137927,0.460023927,0.215923461,0.657579428,0.048562867
447.427,0.517137241,0.245529365,0.46501448,0.422274429,0.356057107,0.399055781,0.164054668,0.31460249,0.471947554,0.327664255,0.312067882,0.611360676,0.176535482,0.119654771,0.162378011,0.825140882,0.118145101,0.483003983,0.428145027,0.495930617,0.072393469,0.235513393,0.224080568,0.110458256,0.456529371,0.214768493,0.653682181,0.047417287
448.009,0.51234077,0.241539226,0.455138708,0.414276312,0.353511875,0.39413744,0.158778438,0.307717437,0.469159866,0.324707686,0.308653323,0.606362836,0.174263174,0.116193402,0.156180807,0.812671338,0.115712559,0.474497208,0.424184208,0.489650432,0.069894205,0.232378141,0.218185192,0.108303436,0.451090102,0.210887524,0.645761082,0.044276066
448.59,0.509986036,0.23985888,0.447115737,0.40750302,0.350895403,0.388987922,0.155264925,0.302423746,0.46586178,0.322210361,0.30569374,0.603750097,0.172875943,0.113833519,0.15202831,0.803777642,0.114233084,0.467379794,0.421058635,0.48877801,0.068901578,0.229311795,0.213173051,0.105815867,0.446586643,0.209298681,0.639431414,0.04272716
449.172,0.507178355,0.23980439,0.439685376,0.402929577,0.350229416,0.384962965,0.152787495,0.297783569,0.464054085,0.320992954,0.30326538,0.599736313,0.172065869,0.112728105,0.150257279,0.795767509,0.113713293,0.461036786,0.417053265,0.48926625,0.068711905,0.227991899,0.209622556,0.104131251,0.443542014,0.209162483,0.636973866,0.043100686
449.754,0.501424498,0.237836044,0.431718995,0.397698669,0.349199463,0.382373739,0.148992287,0.291978552,0.461872613,0.318982703,0.300635046,0.5967188,0.169368963,0.110601197,0.147799203,0.786431466,0.111636656,0.454348027,0.41179208,0.488748643,0.067563301,0.22695434,0.206213295,0.103254188,0.44054062,0.206609222,0.637755218,0.042225253
450.336,0.497174385,0.235758882,0.423313462,0.391215737,0.346645286,0.380189755,0.145416145,0.286737033,0.45754729,0.316522341,0.298097485,0.592716453,0.166922452,0.107538052,0.144332742,0.776405725,0.109817804,0.446505056,0.406142232,0.48697482,0.065831529,0.225021513,0.203326754,0.102156205,0.43841459,0.203887764,0.634666299,0.041270854
450.918,0.494957871,0.235377887,0.415352336,0.38432732,0.344254537,0.37608041,0.142549738,0.281033101,0.453417976,0.314355209,0.296508324,0.587231297,0.166520244,0.104240509,0.140747912,0.763263973,0.110213574,0.438240297,0.400473661,0.483466906,0.064445524,0.221953931,0.199214598,0.1007602,0.43499343,0.202559487,0.629157363,0.040799651
451.499,0.491267356,0.234418271,0.407925145,0.377679709,0.342598216,0.370982334,0.139229508,0.274023441,0.449520879,0.311314085,0.294980994,0.582767616,0.166072229,0.100980952,0.137398784,0.750399406,0.109563513,0.431129296,0.395778421,0.480760258,0.063722547,0.218590167,0.193904978,0.09980225,0.430301735,0.200767677,0.624881456,0.038771077
452.081,0.485849806,0.231792919,0.399346237,0.371208545,0.340271279,0.365600867,0.135139939,0.267258839,0.444713919,0.307295949,0.290893256,0.576416287,0.163996,0.09773057,0.13308693,0.740576498,0.105492356,0.423320281,0.391356724,0.478854467,0.061873091,0.216079487,0.1887874,0.097576773,0.426065324,0.198360098,0.615960265,0.035857066
452.663,0.479778802,0.229966882,0.390571966,0.364146655,0.337472662,0.360868996,0.131163479,0.261976482,0.441536822,0.303497461,0.286459476,0.569201353,0.161114506,0.094602539,0.128805033,0.730513152,0.102414374,0.414036332,0.386403365,0.476633909,0.059586551,0.213349948,0.184114711,0.095171993,0.422980343,0.196073526,0.60747485,0.033281345
453.244,0.474814885,0.228671325,0.382979192,0.357697731,0.335699005,0.357261551,0.127477478,0.257762992,0.439769041,0.301386879,0.284032129,0.564891843,0.159028312,0.092582429,0.125690979,0.720154586,0.101947146,0.405039128,0.381172619,0.474742394,0.058478151,0.210775109,0.180388941,0.094645989,0.420267774,0.193440156,0.604459687,0.031656487
453.826,0.470775956,0.225749335,0.375252874,0.35176286,0.333511068,0.352502383,0.123512714,0.25175453,0.435363413,0.299409893,0.280611321,0.563234164,0.157629922,0.090481226,0.122050032,0.710941265,0.100704882,0.39705297,0.375524693,0.472594418,0.056978009,0.208460555,0.17600447,0.093116861,0.416175111,0.190390475,0.601445925,0.030428448
454.407,0.466425459,0.22386329,0.366967033,0.343262152,0.329680902,0.34718712,0.119937802,0.24459187,0.430095602,0.295960643,0.276466525,0.560577795,0.155333431,0.086848607,0.117279193,0.70064211,0.097866256,0.389414869,0.37001251,0.469537515,0.054323549,0.205343607,0.170838544,0.089851305,0.410297984,0.187230883,0.596996147,0.028321498
454.989,0.461573171,0.222803836,0.358217162,0.33458524,0.326005284,0.341875453,0.115597015,0.238260423,0.426478383,0.292374974,0.273470825,0.554311821,0.152121437,0.082490081,0.112650871,0.687548633,0.094955811,0.381476736,0.364558663,0.465357074,0.051439125,0.202168031,0.165915166,0.087242712,0.4042696,0.184267777,0.590163376,0.026085625
455.57,0.456688499,0.22038069,0.349816048,0.329357368,0.323772951,0.337206061,0.11122038,0.23295996,0.423256079,0.289227682,0.270872294,0.547596394,0.150052632,0.07949221,0.109455815,0.675549949,0.093438998,0.373752525,0.359035962,0.463118323,0.049350028,0.200094074,0.161776515,0.085391301,0.40081256,0.182102032,0.583515424,0.024459168
456.152,0.45268555,0.217946088,0.343214386,0.324705757,0.322699147,0.334148852,0.10834232,0.228725137,0.420299763,0.286378333,0.268899212,0.542645614,0.149897612,0.077979897,0.107327957,0.665277817,0.092443252,0.367180121,0.352611613,0.461363601,0.04836404,0.198248761,0.15830728,0.083672314,0.398242943,0.18034151,0.579717402,0.022780117
