Wavelength[nm],1) AgNPs,2) AgNPs,3) AgNPs,4) AgNPs,5) AgNPs,6) AgNPs,7) AgNPs,8) AgNPs,9) AgNPs,11) AgNPs,12) AgNPs,13) AgNPs,14) AgNPs,15) AgNPs,16) AgNPs,17) AgNPs,18) AgNPs,19) AgNPs,20) AgNPs,21) AgNPs,22) AgNPs,23) AgNPs,24) AgNPs, 25) AgNPs,27) AgNPs,28) AgNPs,29) AgNPs,30) AgNPs
581.411,0.087467036,0.102014774,0.025067063,0.032395478,0.105796511,0.063220207,0.002674473,0.013330249,0.096696915,0.064004576,0.077152587,0.10761931,0.063675625,0.000290985,0.000293262,0.04720685,0.048626272,0.023520595,0.04673866,0.172787408,0.009602239,0.03690471,0.005885994,0.024413403,0.078369309,0.045944046,0.107812045,-0.002348611
581.984,0.08657363,0.101363421,0.024519889,0.031363507,0.104198186,0.06138171,0.002150737,0.012804671,0.096427387,0.063471169,0.076116151,0.106707334,0.06349365,0.000137974,0.000220867,0.046186817,0.048099067,0.02301434,0.045950993,0.171293814,0.009135057,0.036438058,0.005514553,0.02410526,0.077284993,0.045175668,0.107094764,-0.002472681
582.557,0.085812071,0.100807409,0.023592576,0.030723371,0.103115102,0.060907792,0.001448304,0.012027679,0.094991811,0.06211536,0.075229819,0.105965519,0.063161169,-0.000388746,-8.7692E-05,0.045535271,0.047549651,0.022635726,0.045414261,0.1697833,0.008562981,0.035817281,0.00534793,0.023674578,0.076315849,0.044871492,0.105667291,-0.002823885
583.13,0.085383504,0.100819963,0.023070701,0.03036148,0.102545309,0.061410601,0.001236715,0.01199348,0.093613985,0.061074339,0.074909221,0.105530532,0.062411944,-0.000727394,-0.000257433,0.045328099,0.047908688,0.022094651,0.04493259,0.169172339,0.008447668,0.03548996,0.00559837,0.023942138,0.075503594,0.044420778,0.104363736,-0.003236042
583.703,0.084827435,0.100662881,0.023139238,0.030176973,0.101761037,0.060616697,0.001468685,0.012289106,0.093530777,0.060272117,0.075172894,0.104495757,0.061977972,-0.000708966,-6.6463E-05,0.045490538,0.047837033,0.021206224,0.044147796,0.169440798,0.008544055,0.035677646,0.005887749,0.024250516,0.075302906,0.043009428,0.104113813,-0.002865668
584.276,0.083835665,0.099538775,0.023372303,0.030029212,0.100921979,0.058561084,0.001938248,0.011901267,0.093307205,0.059614027,0.074867581,0.102549578,0.061661392,-0.000677011,-0.000635287,0.045164876,0.047335345,0.020824607,0.043411656,0.168641972,0.008279763,0.03523345,0.005498924,0.023909762,0.074865922,0.042105233,0.104048615,-0.00227966
584.848,0.082515562,0.09781126,0.023626171,0.03007137,0.100405935,0.057512541,0.002185321,0.011397367,0.091631001,0.059168088,0.074181783,0.100708875,0.060531623,-0.000646528,-0.001198899,0.044295691,0.047019709,0.020655242,0.043366079,0.166384396,0.007786874,0.034439285,0.004478068,0.02337728,0.073439962,0.042364609,0.103226248,-0.002205979
585.421,0.081260255,0.096689739,0.022831948,0.029608739,0.099597493,0.057545988,0.001943078,0.011344071,0.089660299,0.058234624,0.073006619,0.099980586,0.059616693,-0.000695192,-0.001012512,0.043389105,0.046321108,0.020086299,0.043061425,0.164460093,0.007705145,0.033768937,0.00376933,0.022703873,0.072801709,0.042618073,0.101577742,-0.002567481
585.994,0.080150065,0.096334364,0.021682887,0.028677424,0.098465881,0.057544298,0.001635717,0.011305764,0.088515007,0.057204433,0.071401014,0.099272928,0.059154895,-0.001039413,-0.000941267,0.042268216,0.045973763,0.01939557,0.041790331,0.162914217,0.007781361,0.033295079,0.003137939,0.022181134,0.072654541,0.042088054,0.099704579,-0.003269977
586.566,0.079195688,0.095946175,0.021484432,0.027979956,0.097814778,0.056819872,0.001121829,0.011138482,0.087892105,0.056414372,0.070533786,0.097852719,0.058816545,-0.001379755,-0.001455682,0.041198949,0.04569416,0.01906173,0.0408874,0.161490763,0.007906157,0.033247378,0.002431315,0.021805558,0.071832488,0.041033745,0.098360116,-0.003763737
587.139,0.078642869,0.095066278,0.021532021,0.027334589,0.097256119,0.055976786,0.000802216,0.010916063,0.087469139,0.056187389,0.070279381,0.097201093,0.058746937,-0.001393008,-0.001944097,0.040804524,0.045405434,0.019496304,0.041032562,0.161273409,0.00763825,0.03311356,0.002589273,0.021505669,0.07100462,0.040612667,0.097638332,-0.00351106
587.711,0.077943183,0.094349194,0.021392618,0.027044952,0.096056785,0.055772359,0.00106346,0.010481669,0.086744896,0.056047728,0.069724777,0.096186932,0.058604665,-0.00139529,-0.001962184,0.04085169,0.044845124,0.019647374,0.040852927,0.160740864,0.006724363,0.032460685,0.003126231,0.02130131,0.070055898,0.04070141,0.096178388,-0.003246108
588.284,0.076894349,0.094313606,0.021092768,0.027170634,0.094990082,0.05566662,0.001255139,0.010114151,0.085931746,0.055470206,0.069388752,0.094622513,0.058345616,-0.001567378,-0.002204092,0.040621645,0.044834194,0.019215759,0.039823731,0.15895866,0.006090535,0.031661288,0.003182237,0.021083711,0.06931884,0.040683099,0.094632772,-0.003549091
588.856,0.07704515,0.09438739,0.020957429,0.027500398,0.094469161,0.054923417,0.000988307,0.010234301,0.085262143,0.054993087,0.069384312,0.094228714,0.058097512,-0.001604575,-0.002133337,0.040255709,0.045931152,0.019388894,0.039299596,0.157854978,0.006564531,0.031098887,0.003222901,0.021048383,0.068940356,0.040410475,0.094093159,-0.003436633
589.429,0.077331943,0.09349942,0.021185159,0.027821692,0.094015706,0.05416825,0.000985889,0.010187777,0.084602106,0.054488,0.069352041,0.09397178,0.057616628,-0.001783855,-0.001844696,0.039885606,0.046229605,0.019018917,0.039359588,0.157286012,0.00704158,0.030637139,0.003367728,0.021116572,0.068356014,0.039860007,0.093291606,-0.003208012
590.001,0.076524227,0.092445916,0.021493013,0.027901204,0.093640909,0.054078074,0.001168804,0.009992595,0.084945185,0.054151813,0.069804803,0.093835095,0.057555058,-0.001850289,-0.001530707,0.039991867,0.045882851,0.018189255,0.039874369,0.156250778,0.00669138,0.030966181,0.003510558,0.021278535,0.067914292,0.039846949,0.092445868,-0.003127853
590.574,0.075913872,0.092834483,0.021619348,0.027819179,0.093251042,0.054183505,0.000741073,0.010235681,0.084655278,0.054159384,0.069638147,0.09331711,0.057901855,-0.001550011,-0.000871002,0.040321331,0.045267065,0.018176421,0.040481988,0.155204398,0.006754055,0.031298473,0.003511013,0.021433109,0.067509684,0.039694828,0.091929494,-0.0027559
591.146,0.075672845,0.094035066,0.022045511,0.028244195,0.093207722,0.054738538,0.00076789,0.01076921,0.083319862,0.054902667,0.069174029,0.091544143,0.057692498,-0.001195849,-0.000399939,0.039966669,0.045007272,0.018624759,0.040532041,0.154862813,0.007020212,0.031164178,0.003312018,0.021253951,0.067546936,0.039140658,0.091642511,-0.002630343
591.718,0.075407905,0.093923861,0.022622638,0.028673562,0.092706673,0.054941884,0.001354314,0.011116839,0.083274901,0.055449323,0.069288117,0.091214502,0.057394708,-0.000883122,-0.000138483,0.039834024,0.045507121,0.018892151,0.040609255,0.154569114,0.006882457,0.031530971,0.003471206,0.02086372,0.067695283,0.039226968,0.091231186,-0.002537067
592.29,0.074889574,0.092932694,0.022360812,0.028194996,0.091229938,0.054341799,0.001379429,0.010844128,0.083160571,0.054654125,0.068644907,0.092064934,0.057628356,-0.000575964,-0.00031099,0.040331266,0.045514944,0.018704945,0.039916489,0.153407971,0.006916642,0.031996761,0.003670796,0.020730237,0.067167256,0.039316543,0.089933402,-0.002382641
592.863,0.073784439,0.092574706,0.021905189,0.027646981,0.0903333,0.054387543,0.000962577,0.010500381,0.082272537,0.053689179,0.067828915,0.090214311,0.05801839,-0.000200433,-0.000489806,0.040265657,0.044807197,0.018861767,0.038405467,0.152014906,0.007192974,0.032120675,0.003537544,0.020910727,0.066754908,0.039139857,0.088871683,-0.002346901
593.435,0.072923449,0.092113291,0.021714742,0.02723836,0.089797609,0.054322804,0.001109325,0.010377005,0.081579322,0.053100385,0.067468563,0.087774996,0.058041779,-5.9144E-05,1.0713E-05,0.039416328,0.044301948,0.018963914,0.037884637,0.151251582,0.007520522,0.031651977,0.003664527,0.020998058,0.066439457,0.039165724,0.089031826,-0.002308121
594.007,0.072660494,0.091617039,0.021294638,0.027030528,0.088489172,0.053313703,0.001457694,0.010329448,0.080656999,0.052420821,0.066873002,0.088239273,0.057285198,5.2296E-05,6.2959E-05,0.038824522,0.044238837,0.018706081,0.038205367,0.150754481,0.007323693,0.030715515,0.003745713,0.021013252,0.06627385,0.038754048,0.088668747,-0.002368182
594.579,0.071941053,0.09161131,0.0214007,0.027527154,0.088074422,0.052954487,0.001481689,0.010718012,0.080154394,0.051825355,0.066581356,0.089537939,0.056574726,0.000148599,-0.00039132,0.038569302,0.044537046,0.018987264,0.038215658,0.149349896,0.007441936,0.030466995,0.003599704,0.021201014,0.06630131,0.038218439,0.087546888,-0.002160308
595.151,0.071267724,0.091534781,0.022344232,0.027625833,0.088802392,0.053212661,0.002124788,0.011472237,0.080296798,0.052013507,0.066727329,0.089464564,0.056862847,-0.000132177,0.000214105,0.038383831,0.045401092,0.019096876,0.038082231,0.147945825,0.008566169,0.031067059,0.003847136,0.021542969,0.065693111,0.038708585,0.087204209,-0.001365934
595.723,0.071030162,0.091292335,0.022576701,0.026952929,0.088308348,0.052956028,0.00228259,0.011695569,0.079802659,0.052484951,0.066349445,0.087918506,0.057015554,-0.000303007,0.00084697,0.038323839,0.045652385,0.018649407,0.038043815,0.147697082,0.008770252,0.031255775,0.004383092,0.021386048,0.064754024,0.039173233,0.086599894,-0.000983709
596.295,0.070599736,0.090970819,0.022120375,0.026816392,0.087760077,0.052617634,0.002163794,0.011577412,0.079053324,0.052075048,0.065768216,0.086399098,0.056919933,0.000181036,0.000773166,0.038508501,0.045419371,0.018809124,0.038360593,0.147845988,0.008120051,0.031232331,0.005028373,0.021116147,0.064792751,0.039007987,0.086103628,-0.001413486
596.867,0.070201792,0.090717061,0.021568504,0.027101422,0.087641871,0.052621884,0.002525724,0.01180319,0.078510509,0.051103326,0.065683807,0.085922096,0.056683337,0.000786124,0.000829894,0.038649799,0.045355398,0.019155973,0.038564922,0.147604768,0.007983666,0.031119119,0.005422115,0.021029291,0.065406076,0.038717672,0.086241846,-0.001624382
597.439,0.069820131,0.090590472,0.021180774,0.0270368,0.086832775,0.052563199,0.002534444,0.012023097,0.078245426,0.051148131,0.065608543,0.084886959,0.055904261,0.000729644,0.000882657,0.037908782,0.045172768,0.018746991,0.038078271,0.146624177,0.008044971,0.030226753,0.005383296,0.020931591,0.065148453,0.038263083,0.085679417,-0.001438734
598.01,0.069762015,0.09031874,0.021850549,0.027179113,0.086533691,0.052511122,0.002898941,0.011983475,0.078571556,0.051925918,0.065185849,0.0845356,0.055802313,0.000597564,0.001282017,0.037231897,0.045641169,0.018959376,0.037788484,0.14604656,0.008138412,0.029970165,0.005614672,0.021523277,0.06423339,0.038565598,0.085205032,-0.000926859
598.582,0.069848695,0.089879399,0.022177909,0.027484185,0.086348398,0.05241915,0.003147264,0.011594231,0.078032472,0.051548253,0.064742473,0.085498052,0.055945621,0.000518126,0.001538213,0.03742193,0.0462873,0.019510742,0.037565588,0.145698586,0.008255391,0.03050024,0.005411093,0.022250825,0.063500247,0.038911154,0.085133214,-0.000394792
599.154,0.069838398,0.08944863,0.021807214,0.027663179,0.085502856,0.052496706,0.002553811,0.011421419,0.07679994,0.050854457,0.064410845,0.0854076,0.055563739,0.000495992,0.001017282,0.037507214,0.046097438,0.019161793,0.037216304,0.144756599,0.008463251,0.030437965,0.004799033,0.022196059,0.063336455,0.038251937,0.084476268,-0.000336173
599.726,0.06997921,0.089165946,0.022191656,0.027559684,0.084438988,0.052366119,0.002145935,0.011537691,0.076288615,0.050626331,0.06401429,0.084516563,0.055302281,0.000703385,0.000495137,0.037651438,0.045587918,0.018573325,0.037086405,0.144256328,0.008519382,0.029839978,0.00504057,0.021416963,0.063340652,0.03738906,0.083328893,-0.000638975
600.297,0.069234367,0.088491659,0.022268956,0.026717019,0.083148114,0.05115803,0.002162144,0.011268114,0.075630516,0.050137225,0.063132497,0.083339179,0.054722961,0.000296906,-4.361E-06,0.037634665,0.045599288,0.017887464,0.03699662,0.142906269,0.007624364,0.028801094,0.004980284,0.020231945,0.062809834,0.036902453,0.082140046,-0.001254863
600.869,0.067925142,0.087343885,0.021553915,0.02620248,0.082446047,0.049871708,0.002160599,0.010951898,0.074876289,0.049558294,0.062111025,0.082333025,0.05378737,-0.000263618,-0.000495621,0.037111802,0.045437671,0.017742161,0.037117433,0.140443733,0.006759901,0.028216988,0.004581237,0.019613081,0.062058358,0.036916129,0.080963616,-0.001698439
601.44,0.067486083,0.086715875,0.021399869,0.026591583,0.082953078,0.049874992,0.002607048,0.011226743,0.074988002,0.04916523,0.062414395,0.081937206,0.05377825,0.000311549,-0.000112589,0.036911015,0.044961556,0.018207278,0.037258698,0.139583733,0.00711652,0.029000266,0.004953343,0.02011113,0.061729754,0.036919357,0.080207166,-0.001630308
602.012,0.067062358,0.087424042,0.021954927,0.02700526,0.083565446,0.050818825,0.003138656,0.011653143,0.07478739,0.049344285,0.063513525,0.081412108,0.054332035,0.001311371,0.000854506,0.036671734,0.045082085,0.018728575,0.037071103,0.139490478,0.007826799,0.029880945,0.005330539,0.020828015,0.061899664,0.037016287,0.080078302,-0.001305508
602.584,0.065923126,0.088064818,0.022002677,0.027085616,0.082990117,0.051055219,0.002940991,0.011589258,0.073865041,0.049186801,0.063759638,0.080053281,0.054056453,0.00113871,0.001042219,0.036394288,0.045084295,0.01897781,0.036891472,0.138806189,0.008401088,0.029377127,0.005211904,0.021103364,0.061858062,0.036965767,0.079625303,-0.000969374
603.155,0.065505924,0.086732006,0.021294425,0.026813136,0.081702317,0.050230054,0.002734424,0.011752497,0.073450901,0.048309535,0.06331043,0.079264156,0.053674369,0.000772622,0.001372943,0.036510008,0.04529729,0.018800672,0.037365258,0.138598274,0.009033748,0.028560993,0.005133506,0.021161698,0.061301706,0.036175705,0.079075646,-0.00068868
603.726,0.065898656,0.085294541,0.021333413,0.026288339,0.0815742,0.049599391,0.003147838,0.012312881,0.073140508,0.048153725,0.063126853,0.079818297,0.053973912,0.001504226,0.002398165,0.036677604,0.046117699,0.018789574,0.037671595,0.137735891,0.009484817,0.02861076,0.005243877,0.021125143,0.060910588,0.036072319,0.079095372,-0.000184684
604.298,0.065816484,0.085593118,0.021607613,0.026022107,0.082699424,0.050231077,0.00360082,0.011910394,0.072547386,0.048049099,0.063493,0.079341379,0.054088258,0.002419611,0.002380802,0.036755701,0.046207758,0.018554875,0.037392877,0.136722972,0.00941804,0.029122477,0.005242237,0.020701172,0.060467141,0.036899861,0.078754388,0.000397599
604.869,0.065073135,0.085832296,0.021253815,0.026146826,0.082824591,0.050417286,0.003636942,0.011070373,0.071820063,0.047370819,0.06318502,0.078074493,0.053882885,0.002377262,0.001589289,0.036766493,0.045606571,0.018232093,0.037377017,0.136599175,0.009310243,0.029184218,0.005101867,0.019955708,0.060086387,0.036604409,0.077656732,0.000874662
605.44,0.064396654,0.085050556,0.02148397,0.026113748,0.081649289,0.049742552,0.003529479,0.011397861,0.07119375,0.047219453,0.061935801,0.077809043,0.053838024,0.001588944,0.000791915,0.036888283,0.045484872,0.018161064,0.037155816,0.135654005,0.009250086,0.028700149,0.004863306,0.019655102,0.059938429,0.035822744,0.076529123,0.001313427
606.012,0.064371509,0.085134227,0.022416562,0.026576864,0.081167858,0.050550595,0.004045055,0.012267442,0.071477934,0.047514195,0.061760196,0.078218713,0.053976009,0.001459028,0.000911368,0.03670467,0.046279262,0.018319787,0.037155093,0.135052419,0.009100862,0.029085312,0.005045568,0.02015487,0.059857625,0.036146136,0.076503449,0.001575507
606.583,0.064475571,0.085890084,0.022656973,0.0272758,0.080764414,0.051279276,0.005099685,0.012412241,0.071460107,0.047602361,0.062312979,0.077991577,0.05400837,0.001679851,0.001719852,0.035939986,0.04674835,0.018729865,0.037599275,0.135147422,0.009269667,0.029651263,0.005274032,0.020576323,0.059866578,0.036508893,0.077232981,0.001448025
607.154,0.063762885,0.085362914,0.021655183,0.026878866,0.079927879,0.049884309,0.005048153,0.011994857,0.070134007,0.04754189,0.061831188,0.075845266,0.05362647,0.001337038,0.001714311,0.03567357,0.046281882,0.01874716,0.037380486,0.134438165,0.009030082,0.029309455,0.005192546,0.020614766,0.059412559,0.036272914,0.077003136,0.000928735
607.725,0.063045945,0.084776291,0.021141612,0.026604425,0.079681293,0.048220409,0.004171278,0.012046027,0.069324194,0.047768815,0.061526517,0.074255396,0.05362302,0.001462731,0.002161357,0.036276618,0.046324824,0.018396024,0.036576189,0.132925275,0.009018799,0.028723166,0.005655483,0.020479405,0.059080815,0.036085801,0.076036123,0.000778415
608.296,0.063673433,0.085418213,0.02217292,0.027120798,0.079365632,0.048619947,0.004336688,0.012449493,0.07032404,0.048139998,0.062189896,0.074640037,0.054299017,0.002448326,0.003444242,0.036800157,0.046926471,0.01853877,0.036377823,0.131982982,0.00988162,0.028662909,0.006320834,0.020347443,0.059568761,0.036226641,0.075765408,0.001489605
608.867,0.064451268,0.085672926,0.023351565,0.0276924,0.079002761,0.050554187,0.004626932,0.01263889,0.070771712,0.048123638,0.062187302,0.074298706,0.054308368,0.003149113,0.003847166,0.036612589,0.046807294,0.018786424,0.036675445,0.132609381,0.01011321,0.028775422,0.006361151,0.020896431,0.059910787,0.036415168,0.075622034,0.001867603
609.438,0.063848982,0.084911926,0.023236015,0.027866889,0.079022717,0.051364387,0.004133252,0.012643149,0.06990414,0.048057266,0.061218774,0.074023963,0.053416349,0.002931254,0.003362376,0.03612899,0.046359972,0.01839398,0.036616793,0.132320947,0.009736914,0.028446519,0.00607783,0.021597092,0.059397387,0.036370625,0.074941163,0.001095795
610.009,0.062953139,0.085319051,0.022959111,0.027511971,0.079184168,0.051132755,0.004518005,0.012871098,0.070290149,0.048010081,0.061222484,0.073916116,0.052932025,0.002963213,0.003448829,0.036260472,0.046857814,0.018574441,0.036943929,0.130866244,0.010072545,0.028816105,0.006446408,0.022243111,0.059425392,0.036807531,0.07485619,0.0009499
610.58,0.063453234,0.086740696,0.024153118,0.027925396,0.079557082,0.05158902,0.006155668,0.0136252,0.071240483,0.048043883,0.062329979,0.073115224,0.053788838,0.003774538,0.004277196,0.037017663,0.048342882,0.019794208,0.037872195,0.130699919,0.011105505,0.030066903,0.007233788,0.023144897,0.060484871,0.038001199,0.075245056,0.002031781
611.151,0.063976481,0.08630084,0.024468157,0.028952195,0.079534984,0.05191238,0.007205834,0.014247529,0.070852421,0.048367957,0.062896191,0.073149798,0.054587773,0.003826461,0.004110338,0.037461382,0.049116775,0.020506774,0.038083527,0.130961846,0.01186503,0.030894404,0.007541662,0.023559042,0.060779757,0.03840667,0.075284987,0.002630581
611.722,0.063440735,0.084639184,0.02351411,0.028861179,0.07865548,0.051385881,0.006744974,0.01443774,0.069500273,0.048299233,0.062439131,0.073147069,0.053865026,0.003249588,0.003258854,0.037636282,0.048733015,0.020090604,0.037454409,0.130659879,0.011932548,0.031118369,0.00778913,0.023223026,0.059888263,0.037545855,0.075381278,0.002660159
612.293,0.06272672,0.083902959,0.023387057,0.028009665,0.077353018,0.050037869,0.005540233,0.014220826,0.068363215,0.047618291,0.061295203,0.072418544,0.052940693,0.002962405,0.003156515,0.037489358,0.048267365,0.019661341,0.037395909,0.130190345,0.01168602,0.030742016,0.007472742,0.022294794,0.058917588,0.036246128,0.074720575,0.002378707
612.863,0.062079878,0.084352412,0.023513629,0.02765221,0.076402362,0.049045413,0.005144009,0.013817459,0.068282391,0.046879618,0.061197363,0.071469197,0.052772753,0.002721473,0.003539305,0.03620649,0.048234122,0.019861866,0.037753297,0.129442472,0.011755199,0.029987647,0.006825374,0.021777222,0.058671094,0.036003132,0.072398981,0.002342998
613.434,0.061756193,0.084193618,0.023325309,0.027927973,0.076021699,0.048805339,0.005789239,0.013426992,0.068277636,0.046413248,0.062145875,0.070826622,0.052911255,0.002311075,0.003729496,0.035220898,0.048483497,0.019992115,0.03755351,0.128450976,0.011603825,0.029798498,0.006923795,0.022240006,0.058740977,0.036496843,0.070890539,0.003012366
614.005,0.060788137,0.082893568,0.022583867,0.027668698,0.075516611,0.048303486,0.005572255,0.013031123,0.067494547,0.046121147,0.061327494,0.06995013,0.052790126,0.002272598,0.003101397,0.035149915,0.047673277,0.019169709,0.036624186,0.126734746,0.010767543,0.028919548,0.006783832,0.021818819,0.05776641,0.035597864,0.070950078,0.002528632
614.575,0.059199659,0.08239213,0.022191809,0.027116598,0.074998746,0.047765063,0.004722989,0.012488603,0.067412898,0.045655505,0.059714282,0.06840501,0.052384627,0.002934523,0.002511218,0.035173293,0.046688916,0.018529554,0.035915297,0.1251342,0.009799796,0.027793884,0.006442851,0.020323648,0.056552512,0.034475203,0.070251119,0.001422309
615.146,0.058625244,0.081895646,0.022263666,0.027044965,0.074354446,0.04748294,0.004578047,0.012177173,0.067446012,0.04533854,0.059361531,0.068314661,0.051910639,0.003175228,0.002495972,0.035389363,0.047346158,0.018908621,0.036218141,0.12486378,0.009464965,0.02834712,0.006652208,0.019764101,0.056254037,0.03471462,0.06943683,0.001524716
615.717,0.059230219,0.081106317,0.02214134,0.026665249,0.073801135,0.047596887,0.004775792,0.012635204,0.066641526,0.045802167,0.059295262,0.069024467,0.051649915,0.003090293,0.002928678,0.035406337,0.048159796,0.019400144,0.036773621,0.124534556,0.01043944,0.028649169,0.007359261,0.020290591,0.056291654,0.035332538,0.069763412,0.002144639
616.287,0.059723009,0.081636756,0.022508919,0.026550588,0.073791162,0.047800922,0.005100026,0.012832624,0.065757725,0.045995442,0.059704706,0.068470399,0.052101382,0.003557592,0.00410574,0.035467009,0.047435955,0.019910066,0.036817637,0.123922867,0.011446334,0.028260815,0.007685033,0.021086093,0.056301496,0.035567383,0.070012907,0.002324204
616.858,0.058973031,0.082392729,0.023031809,0.027140156,0.073707847,0.047843047,0.005563759,0.012686822,0.065084754,0.045254032,0.060361245,0.068472473,0.052193511,0.003754324,0.00459186,0.035328885,0.046492495,0.019815956,0.036181431,0.12375703,0.011272422,0.028585455,0.007353606,0.021256429,0.056134448,0.035723588,0.068792859,0.002636542
617.428,0.057528667,0.081667576,0.022526802,0.027064209,0.073339709,0.047187047,0.005427495,0.012345246,0.064679204,0.044192262,0.059596296,0.068876714,0.051336698,0.002778157,0.003544673,0.034589965,0.045817032,0.018877672,0.035850841,0.123259785,0.010259408,0.028366305,0.007139857,0.020389583,0.055439594,0.035152355,0.06659159,0.002810199
617.998,0.056985625,0.080561258,0.021995649,0.026329957,0.072748275,0.046236099,0.00485645,0.011971363,0.064464776,0.04340355,0.058533701,0.067270549,0.05087309,0.002255362,0.002926811,0.034561928,0.045739733,0.018634632,0.03579386,0.122347475,0.009223494,0.027502848,0.006782553,0.019782891,0.054656818,0.034314284,0.065632793,0.002263065
618.569,0.057715049,0.080360223,0.022433709,0.026242687,0.072100044,0.045872203,0.004711629,0.012479591,0.064383817,0.043735911,0.058561154,0.065617991,0.050691607,0.003228342,0.003245977,0.034725996,0.046847192,0.019026662,0.035563402,0.121380969,0.009580461,0.027225725,0.006483038,0.020117205,0.054357109,0.034225466,0.066114066,0.002058923
619.139,0.057713891,0.079879781,0.022336021,0.026385083,0.071511327,0.046149205,0.004651073,0.012868831,0.06271771,0.044395231,0.058467846,0.065113925,0.050163984,0.003719498,0.0034058,0.033974291,0.047090355,0.018726596,0.035290753,0.120379568,0.01086374,0.027204829,0.006746716,0.020576322,0.054127722,0.034122428,0.06643445,0.002335754
619.709,0.056693871,0.078874384,0.021725019,0.026102965,0.070889782,0.047236115,0.004777561,0.01268,0.060633352,0.044250187,0.057757217,0.065075656,0.050012488,0.003123508,0.003368513,0.033224728,0.046077251,0.01834548,0.034748253,0.119613413,0.010973101,0.026554203,0.006966936,0.020619156,0.053889718,0.033886593,0.066027371,0.002735938
620.28,0.056489413,0.078879533,0.021908638,0.026018092,0.070798812,0.047624414,0.005278565,0.013132572,0.06072473,0.043968038,0.057326924,0.064900536,0.049945279,0.002878814,0.003326353,0.032977743,0.045447627,0.018000603,0.034529797,0.119149559,0.010511639,0.026015568,0.006995496,0.020421861,0.053706716,0.034263248,0.065198836,0.00298175
620.85,0.055933556,0.079221513,0.021894752,0.025964701,0.070825007,0.04634567,0.005123296,0.013533646,0.061274672,0.043498174,0.056387665,0.063093006,0.049698224,0.003323516,0.003155133,0.032870228,0.045241278,0.017405828,0.034325935,0.118386306,0.010431582,0.026050273,0.006497995,0.019880894,0.053267823,0.034521398,0.064586615,0.002511965
621.42,0.054969484,0.07860134,0.021085514,0.025872382,0.07017788,0.045304454,0.004764599,0.013025158,0.060887875,0.042808539,0.055381616,0.061870312,0.049739535,0.003620373,0.002599851,0.032944801,0.045234134,0.017545074,0.033578853,0.117197383,0.01029439,0.026648799,0.005833092,0.019235265,0.052825775,0.033637963,0.064450539,0.001589307
621.99,0.055345086,0.077628758,0.02102398,0.025828032,0.069695436,0.045571694,0.004964824,0.012731243,0.060010263,0.042302824,0.055749368,0.062367682,0.050065604,0.003644474,0.002164002,0.033162729,0.046271169,0.017811345,0.033248715,0.116004474,0.010761678,0.028159345,0.006217664,0.019334825,0.052810307,0.033036185,0.063936225,0.001398486
622.56,0.055506302,0.076639664,0.02165761,0.025851106,0.069258274,0.046120156,0.004830511,0.012646057,0.059965607,0.041798638,0.056607235,0.063101794,0.050766179,0.003423234,0.002646845,0.033251831,0.046754814,0.017579684,0.033693575,0.115386498,0.011112693,0.028532176,0.006756999,0.019660232,0.052625786,0.033441024,0.062971452,0.002306262
623.13,0.055010943,0.076375839,0.021933289,0.025974439,0.068754305,0.045669835,0.004837657,0.012353912,0.060223964,0.041930155,0.056515939,0.063210208,0.051086201,0.003202286,0.003605035,0.033249365,0.04582882,0.017518248,0.034335193,0.11520918,0.010938865,0.027533817,0.006903463,0.019355586,0.051844033,0.033793038,0.062588986,0.003139874
623.7,0.055055569,0.077168685,0.022229366,0.026301976,0.06873283,0.0454909,0.005223227,0.012488875,0.059865642,0.042288016,0.055464809,0.062361685,0.050906897,0.003752315,0.003730961,0.033340466,0.045632482,0.017464766,0.034754151,0.114597926,0.011095247,0.027042757,0.007137364,0.019560391,0.051450286,0.033895948,0.062593884,0.003306666
624.27,0.054775267,0.077244025,0.022118895,0.026435007,0.068019446,0.046124169,0.005120692,0.012671593,0.059212849,0.041621021,0.054393269,0.06113945,0.050135499,0.00363285,0.003269347,0.033642416,0.045633035,0.016902024,0.033946402,0.113954001,0.010692722,0.026761403,0.006753754,0.019822554,0.051911553,0.03310075,0.062496586,0.002972599
624.84,0.053268722,0.076342274,0.021049364,0.026111328,0.066682979,0.045402798,0.005156012,0.011824183,0.057925401,0.040438708,0.053516022,0.059418271,0.0487685,0.002856503,0.003567393,0.033246165,0.044928674,0.01631256,0.032879945,0.113209545,0.00989238,0.026276727,0.006337811,0.018716341,0.052391542,0.03191676,0.062115877,0.002443334
625.41,0.052117193,0.075378207,0.020176246,0.025574266,0.06637504,0.044591779,0.00565662,0.011308745,0.057549571,0.03945704,0.053619878,0.058041721,0.048327662,0.002911961,0.003994249,0.032413361,0.044629971,0.016382614,0.03290767,0.111174298,0.009726996,0.025658893,0.006528995,0.017904413,0.051969005,0.032007556,0.060828728,0.002116573
625.98,0.052263416,0.074118005,0.019739758,0.024779754,0.065900253,0.04470663,0.005562642,0.011782497,0.057777669,0.03871884,0.053567037,0.058160767,0.048202656,0.002765352,0.003667213,0.032002187,0.044320367,0.016712705,0.03244647,0.109721391,0.009924601,0.024593024,0.006534423,0.018140397,0.050664762,0.032381642,0.059499858,0.001856508
